season,round,constructorId,position,points,wins,points_after_race,wins_after_race,position_after_race
2010,17,lotus_racing,10,0.0,0,0.0,0.0,10.0
2010,17,hrt,11,0.0,0,0.0,0.0,11.0
2010,17,virgin,12,0.0,0,0.0,0.0,12.0
2010,18,red_bull,1,469.0,8,426.0,7.0,1.0
2010,18,mclaren,2,421.0,5,399.0,5.0,2.0
2010,18,ferrari,3,389.0,5,374.0,5.0,3.0
2010,18,mercedes,4,202.0,0,188.0,0.0,4.0
2010,18,renault,5,145.0,0,143.0,0.0,5.0
2010,18,williams,6,69.0,0,65.0,0.0,7.0
2010,18,force_india,7,68.0,0,68.0,0.0,6.0
2010,18,sauber,8,44.0,0,43.0,0.0,8.0
2010,18,toro_rosso,9,11.0,0,11.0,0.0,9.0
2010,18,lotus_racing,10,0.0,0,0.0,0.0,10.0
2010,18,hrt,11,0.0,0,0.0,0.0,11.0
2010,18,virgin,12,0.0,0,0.0,0.0,12.0
2010,19,red_bull,1,498.0,9,469.0,8.0,1.0
2010,19,mclaren,2,454.0,5,421.0,5.0,2.0
2010,19,ferrari,3,396.0,5,389.0,5.0,3.0
2010,19,mercedes,4,214.0,0,202.0,0.0,4.0
2010,19,renault,5,163.0,0,145.0,0.0,5.0
2010,19,williams,6,69.0,0,69.0,0.0,6.0
2010,19,force_india,7,68.0,0,68.0,0.0,7.0
2010,19,sauber,8,44.0,0,44.0,0.0,8.0
2010,19,toro_rosso,9,13.0,0,11.0,0.0,9.0
2010,19,lotus_racing,10,0.0,0,0.0,0.0,10.0
2010,19,hrt,11,0.0,0,0.0,0.0,11.0
2010,19,virgin,12,0.0,0,0.0,0.0,12.0
2011,1,red_bull,1,35.0,1,,,
2011,1,mclaren,2,26.0,0,,,
2011,1,ferrari,3,18.0,0,,,
2011,1,renault,4,15.0,0,,,
2011,1,toro_rosso,5,4.0,0,,,
2011,1,force_india,6,3.0,0,,,
2011,1,lotus_racing,7,0.0,0,,,
2011,1,virgin,8,0.0,0,,,
2011,1,williams,9,0.0,0,,,
2011,1,mercedes,10,0.0,0,,,
2011,2,red_bull,1,72.0,2,35.0,1.0,1.0
2011,2,mclaren,2,48.0,0,26.0,0.0,2.0
2011,2,ferrari,3,36.0,0,18.0,0.0,3.0
2011,2,renault,4,30.0,0,15.0,0.0,4.0
2011,2,sauber,5,6.0,0,,,
2011,2,toro_rosso,6,4.0,0,4.0,0.0,5.0
2011,2,force_india,7,4.0,0,3.0,0.0,6.0
2011,2,mercedes,8,2.0,0,0.0,0.0,10.0
2011,2,lotus_racing,9,0.0,0,0.0,0.0,7.0
2011,2,virgin,10,0.0,0,0.0,0.0,8.0
2011,2,williams,11,0.0,0,0.0,0.0,9.0
2011,2,hrt,12,0.0,0,,,
2011,3,red_bull,1,105.0,2,72.0,2.0,1.0
2011,3,mclaren,2,85.0,1,48.0,0.0,2.0
2011,3,ferrari,3,50.0,0,36.0,0.0,3.0
2011,3,renault,4,32.0,0,30.0,0.0,4.0
2011,3,mercedes,5,16.0,0,2.0,0.0,8.0
2011,3,sauber,6,7.0,0,6.0,0.0,5.0
2011,3,toro_rosso,7,4.0,0,4.0,0.0,6.0
2011,3,force_india,8,4.0,0,4.0,0.0,7.0
2011,3,lotus_racing,9,0.0,0,0.0,0.0,9.0
2011,3,williams,10,0.0,0,0.0,0.0,11.0
2011,3,virgin,11,0.0,0,0.0,0.0,10.0
2011,3,hrt,12,0.0,0,0.0,0.0,12.0
2011,4,red_bull,1,148.0,3,105.0,2.0,1.0
2011,4,mclaren,2,105.0,1,85.0,1.0,2.0
2011,4,ferrari,3,65.0,0,50.0,0.0,3.0
2011,4,renault,4,42.0,0,32.0,0.0,4.0
2011,4,mercedes,5,26.0,0,16.0,0.0,5.0
2011,4,sauber,6,8.0,0,7.0,0.0,6.0
2011,4,toro_rosso,7,6.0,0,4.0,0.0,7.0
2011,4,force_india,8,4.0,0,4.0,0.0,8.0
2011,4,lotus_racing,9,0.0,0,0.0,0.0,9.0
2011,4,williams,10,0.0,0,0.0,0.0,10.0
2011,4,virgin,11,0.0,0,0.0,0.0,11.0
2011,4,hrt,12,0.0,0,0.0,0.0,12.0
2011,5,red_bull,1,185.0,4,148.0,3.0,1.0
2011,5,mclaren,2,138.0,1,105.0,1.0,2.0
2011,5,ferrari,3,75.0,0,65.0,0.0,3.0
2011,5,renault,4,46.0,0,42.0,0.0,4.0
2011,5,mercedes,5,40.0,0,26.0,0.0,5.0
2011,5,sauber,6,11.0,0,8.0,0.0,6.0
2011,5,toro_rosso,7,6.0,0,6.0,0.0,7.0
2011,5,force_india,8,4.0,0,4.0,0.0,8.0
2011,5,williams,9,0.0,0,0.0,0.0,10.0
2011,5,lotus_racing,10,0.0,0,0.0,0.0,9.0
2011,5,virgin,11,0.0,0,0.0,0.0,11.0
2011,5,hrt,12,0.0,0,0.0,0.0,12.0
2011,6,red_bull,1,222.0,5,185.0,4.0,1.0
2011,6,mclaren,2,161.0,1,138.0,1.0,2.0
2011,6,ferrari,3,93.0,0,75.0,0.0,3.0
2011,6,renault,4,50.0,0,46.0,0.0,4.0
2011,6,mercedes,5,40.0,0,40.0,0.0,5.0
2011,6,sauber,6,21.0,0,11.0,0.0,6.0
2011,6,force_india,7,10.0,0,4.0,0.0,8.0
2011,6,toro_rosso,8,7.0,0,6.0,0.0,7.0
2011,6,williams,9,2.0,0,0.0,0.0,9.0
2011,6,lotus_racing,10,0.0,0,0.0,0.0,10.0
2011,6,virgin,11,0.0,0,0.0,0.0,11.0
2011,6,hrt,12,0.0,0,0.0,0.0,12.0
2011,7,red_bull,1,255.0,5,222.0,5.0,1.0
2011,7,mclaren,2,186.0,2,161.0,1.0,2.0
2011,7,ferrari,3,101.0,0,93.0,0.0,3.0
2011,7,renault,4,60.0,0,50.0,0.0,4.0
2011,7,mercedes,5,52.0,0,40.0,0.0,5.0
2011,7,sauber,6,27.0,0,21.0,0.0,6.0
2011,7,toro_rosso,7,12.0,0,7.0,0.0,8.0
2011,7,force_india,8,10.0,0,10.0,0.0,7.0
2011,7,williams,9,4.0,0,2.0,0.0,9.0
2011,7,lotus_racing,10,0.0,0,0.0,0.0,10.0
2011,7,hrt,11,0.0,0,0.0,0.0,12.0
2011,7,virgin,12,0.0,0,0.0,0.0,11.0
2011,8,red_bull,1,295.0,6,255.0,5.0,1.0
2011,8,mclaren,2,206.0,2,186.0,2.0,2.0
2011,8,ferrari,3,129.0,0,101.0,0.0,3.0
2011,8,renault,4,61.0,0,60.0,0.0,4.0
2011,8,mercedes,5,58.0,0,52.0,0.0,5.0
2011,8,sauber,6,27.0,0,27.0,0.0,6.0
2011,8,toro_rosso,7,16.0,0,12.0,0.0,7.0
2011,8,force_india,8,12.0,0,10.0,0.0,8.0
2011,8,williams,9,4.0,0,4.0,0.0,9.0
2011,8,lotus_racing,10,0.0,0,0.0,0.0,10.0
2011,8,hrt,11,0.0,0,0.0,0.0,11.0
2011,8,virgin,12,0.0,0,0.0,0.0,12.0
2011,9,red_bull,1,328.0,6,295.0,6.0,1.0
2011,9,mclaren,2,218.0,2,206.0,2.0,2.0
2011,9,ferrari,3,164.0,1,129.0,0.0,3.0
2011,9,mercedes,4,68.0,0,58.0,0.0,5.0
2011,9,renault,5,65.0,0,61.0,0.0,4.0
2011,9,sauber,6,33.0,0,27.0,0.0,6.0
2011,9,toro_rosso,7,17.0,0,16.0,0.0,7.0
2011,9,force_india,8,12.0,0,12.0,0.0,8.0
2011,9,williams,9,4.0,0,4.0,0.0,9.0
2011,9,lotus_racing,10,0.0,0,0.0,0.0,10.0
2011,9,hrt,11,0.0,0,0.0,0.0,11.0
2011,9,virgin,12,0.0,0,0.0,0.0,12.0
2011,10,red_bull,1,355.0,6,328.0,6.0,1.0
2011,10,mclaren,2,243.0,3,218.0,2.0,2.0
2011,10,ferrari,3,192.0,1,164.0,1.0,3.0
2011,10,mercedes,4,78.0,0,68.0,0.0,4.0
2011,10,renault,5,66.0,0,65.0,0.0,5.0
2011,10,sauber,6,35.0,0,33.0,0.0,6.0
2011,10,force_india,7,20.0,0,12.0,0.0,8.0
2011,10,toro_rosso,8,17.0,0,17.0,0.0,7.0
2011,10,williams,9,4.0,0,4.0,0.0,9.0
2011,10,lotus_racing,10,0.0,0,0.0,0.0,10.0
2011,10,hrt,11,0.0,0,0.0,0.0,11.0
2011,10,virgin,12,0.0,0,0.0,0.0,12.0
2011,11,red_bull,1,383.0,6,355.0,6.0,1.0
2011,11,mclaren,2,280.0,4,243.0,3.0,2.0
2011,11,ferrari,3,215.0,1,192.0,1.0,3.0
2011,11,mercedes,4,80.0,0,78.0,0.0,4.0
2011,11,renault,5,66.0,0,66.0,0.0,5.0
2011,11,sauber,6,35.0,0,35.0,0.0,6.0
2011,11,force_india,7,26.0,0,20.0,0.0,7.0
2011,11,toro_rosso,8,22.0,0,17.0,0.0,8.0
2011,11,williams,9,4.0,0,4.0,0.0,9.0
2011,11,lotus_racing,10,0.0,0,0.0,0.0,10.0
2011,11,hrt,11,0.0,0,0.0,0.0,11.0
2011,11,virgin,12,0.0,0,0.0,0.0,12.0
2011,12,red_bull,1,426.0,7,383.0,6.0,1.0
2011,12,mclaren,2,295.0,4,280.0,4.0,2.0
2011,12,ferrari,3,231.0,1,215.0,1.0,3.0
2011,12,mercedes,4,98.0,0,80.0,0.0,4.0
2011,12,renault,5,68.0,0,66.0,0.0,5.0
2011,12,sauber,6,35.0,0,35.0,0.0,6.0
2011,12,force_india,7,32.0,0,26.0,0.0,7.0
2011,12,toro_rosso,8,22.0,0,22.0,0.0,8.0
2011,12,williams,9,5.0,0,4.0,0.0,9.0
2011,12,lotus_racing,10,0.0,0,0.0,0.0,10.0
2011,12,hrt,11,0.0,0,0.0,0.0,11.0
2011,12,virgin,12,0.0,0,0.0,0.0,12.0
2011,13,red_bull,1,451.0,8,426.0,7.0,1.0
2011,13,mclaren,2,325.0,4,295.0,4.0,2.0
2011,13,ferrari,3,254.0,1,231.0,1.0,3.0
2011,13,mercedes,4,108.0,0,98.0,0.0,4.0
2011,13,renault,5,70.0,0,68.0,0.0,5.0
2011,13,force_india,6,36.0,0,32.0,0.0,7.0
2011,13,sauber,7,35.0,0,35.0,0.0,6.0
2011,13,toro_rosso,8,29.0,0,22.0,0.0,8.0
2011,13,williams,9,5.0,0,5.0,0.0,9.0
2011,13,lotus_racing,10,0.0,0,0.0,0.0,10.0
2011,13,hrt,11,0.0,0,0.0,0.0,11.0
2011,13,virgin,12,0.0,0,0.0,0.0,12.0
2011,14,red_bull,1,491.0,9,451.0,8.0,1.0
2011,14,mclaren,2,353.0,4,325.0,4.0,2.0
2011,14,ferrari,3,268.0,1,254.0,1.0,3.0
2011,14,mercedes,4,114.0,0,108.0,0.0,4.0
2011,14,renault,5,70.0,0,70.0,0.0,5.0
2011,14,force_india,6,48.0,0,36.0,0.0,6.0
2011,14,sauber,7,36.0,0,35.0,0.0,7.0
2011,14,toro_rosso,8,29.0,0,29.0,0.0,8.0
2011,14,williams,9,5.0,0,5.0,0.0,9.0
2011,14,lotus_racing,10,0.0,0,0.0,0.0,10.0
2011,14,hrt,11,0.0,0,0.0,0.0,11.0
2011,14,virgin,12,0.0,0,0.0,0.0,12.0
2011,15,red_bull,1,518.0,9,491.0,9.0,1.0
2011,15,mclaren,2,388.0,5,353.0,4.0,2.0
2011,15,ferrari,3,292.0,1,268.0,1.0,3.0
2011,15,mercedes,4,123.0,0,114.0,0.0,4.0
2011,15,renault,5,72.0,0,70.0,0.0,5.0
2011,15,force_india,6,48.0,0,48.0,0.0,6.0
2011,15,sauber,7,40.0,0,36.0,0.0,7.0
2011,15,toro_rosso,8,29.0,0,29.0,0.0,8.0
2011,15,williams,9,5.0,0,5.0,0.0,9.0
2011,15,lotus_racing,10,0.0,0,0.0,0.0,10.0
2011,15,hrt,11,0.0,0,0.0,0.0,11.0
2011,15,virgin,12,0.0,0,0.0,0.0,12.0
2011,16,red_bull,1,558.0,10,518.0,9.0,1.0
2011,16,mclaren,2,418.0,5,388.0,5.0,2.0
2011,16,ferrari,3,310.0,1,292.0,1.0,3.0
2011,16,mercedes,4,127.0,0,123.0,0.0,4.0
2011,16,renault,5,72.0,0,72.0,0.0,5.0
2011,16,force_india,6,49.0,0,48.0,0.0,6.0
2011,16,sauber,7,40.0,0,40.0,0.0,7.0
2011,16,toro_rosso,8,37.0,0,29.0,0.0,8.0
2011,16,williams,9,5.0,0,5.0,0.0,9.0
2011,16,lotus_racing,10,0.0,0,0.0,0.0,10.0
2011,16,hrt,11,0.0,0,0.0,0.0,11.0
2011,16,virgin,12,0.0,0,0.0,0.0,12.0
2011,17,red_bull,1,595.0,11,558.0,10.0,1.0
2011,17,mclaren,2,442.0,5,418.0,5.0,2.0
2011,17,ferrari,3,325.0,1,310.0,1.0,3.0
2011,17,mercedes,4,145.0,0,127.0,0.0,4.0
2011,17,renault,5,72.0,0,72.0,0.0,5.0
2011,17,force_india,6,51.0,0,49.0,0.0,6.0
2011,17,sauber,7,41.0,0,40.0,0.0,7.0
2011,17,toro_rosso,8,41.0,0,37.0,0.0,8.0
2011,17,williams,9,5.0,0,5.0,0.0,9.0
2011,17,lotus_racing,10,0.0,0,0.0,0.0,10.0
2011,17,hrt,11,0.0,0,0.0,0.0,11.0
2011,17,virgin,12,0.0,0,0.0,0.0,12.0
2011,18,red_bull,1,607.0,11,595.0,11.0,1.0
2011,18,mclaren,2,482.0,6,442.0,5.0,2.0
2011,18,ferrari,3,353.0,1,325.0,1.0,3.0
2011,18,mercedes,4,159.0,0,145.0,0.0,4.0
2011,18,renault,5,72.0,0,72.0,0.0,5.0
2011,18,force_india,6,57.0,0,51.0,0.0,6.0
2011,18,sauber,7,42.0,0,41.0,0.0,7.0
2011,18,toro_rosso,8,41.0,0,41.0,0.0,8.0
2011,18,williams,9,5.0,0,5.0,0.0,9.0
2011,18,lotus_racing,10,0.0,0,0.0,0.0,10.0
2011,18,hrt,11,0.0,0,0.0,0.0,11.0
2011,18,virgin,12,0.0,0,0.0,0.0,12.0
2011,19,red_bull,1,650.0,12,607.0,11.0,1.0
2011,19,mclaren,2,497.0,6,482.0,6.0,2.0
2011,19,ferrari,3,375.0,1,353.0,1.0,3.0
2011,19,mercedes,4,165.0,0,159.0,0.0,4.0
2011,19,renault,5,73.0,0,72.0,0.0,5.0
2011,19,force_india,6,69.0,0,57.0,0.0,6.0
2011,19,sauber,7,44.0,0,42.0,0.0,7.0
2011,19,toro_rosso,8,41.0,0,41.0,0.0,8.0
2011,19,williams,9,5.0,0,5.0,0.0,9.0
2011,19,lotus_racing,10,0.0,0,0.0,0.0,10.0
2011,19,hrt,11,0.0,0,0.0,0.0,11.0
2011,19,virgin,12,0.0,0,0.0,0.0,12.0
2012,1,mclaren,1,40.0,1,,,
2012,1,red_bull,2,30.0,0,,,
2012,1,sauber,3,12.0,0,,,
2012,1,ferrari,4,10.0,0,,,
2012,1,lotus_f1,5,6.0,0,,,
2012,1,toro_rosso,6,2.0,0,,,
2012,1,force_india,7,1.0,0,,,
2012,1,mercedes,8,0.0,0,,,
2012,1,williams,9,0.0,0,,,
2012,1,marussia,10,0.0,0,,,
2012,1,caterham,11,0.0,0,,,
2012,2,mclaren,1,55.0,1,40.0,1.0,1.0
2012,2,red_bull,2,42.0,0,30.0,0.0,2.0
2012,2,ferrari,3,35.0,1,10.0,0.0,4.0
2012,2,sauber,4,30.0,0,12.0,0.0,3.0
2012,2,lotus_f1,5,16.0,0,6.0,0.0,5.0
2012,2,force_india,6,9.0,0,1.0,0.0,7.0
2012,2,williams,7,8.0,0,0.0,0.0,9.0
2012,2,toro_rosso,8,6.0,0,2.0,0.0,6.0
2012,2,mercedes,9,1.0,0,0.0,0.0,8.0
2012,2,marussia,10,0.0,0,0.0,0.0,10.0
2012,2,caterham,11,0.0,0,0.0,0.0,11.0
2012,2,hrt,12,0.0,0,,,
2012,3,mclaren,1,88.0,1,55.0,1.0,1.0
2012,3,red_bull,2,64.0,0,42.0,0.0,2.0
2012,3,ferrari,3,37.0,1,35.0,1.0,3.0
2012,3,sauber,4,31.0,0,30.0,0.0,4.0
2012,3,mercedes,5,26.0,1,1.0,0.0,9.0
2012,3,lotus_f1,6,24.0,0,16.0,0.0,5.0
2012,3,williams,7,18.0,0,8.0,0.0,7.0
2012,3,force_india,8,9.0,0,9.0,0.0,6.0
2012,3,toro_rosso,9,6.0,0,6.0,0.0,8.0
2012,3,marussia,10,0.0,0,0.0,0.0,10.0
2012,3,caterham,11,0.0,0,0.0,0.0,11.0
2012,3,hrt,12,0.0,0,0.0,0.0,12.0
2012,4,red_bull,1,101.0,1,64.0,0.0,2.0
2012,4,mclaren,2,92.0,1,88.0,1.0,1.0
2012,4,lotus_f1,3,57.0,0,24.0,0.0,6.0
2012,4,ferrari,4,45.0,1,37.0,1.0,3.0
2012,4,mercedes,5,37.0,1,26.0,1.0,5.0
2012,4,sauber,6,31.0,0,31.0,0.0,4.0
2012,4,williams,7,18.0,0,18.0,0.0,7.0
2012,4,force_india,8,17.0,0,9.0,0.0,8.0
2012,4,toro_rosso,9,6.0,0,6.0,0.0,9.0
2012,4,marussia,10,0.0,0,0.0,0.0,10.0
2012,4,caterham,11,0.0,0,0.0,0.0,11.0
2012,4,hrt,12,0.0,0,0.0,0.0,12.0
2012,5,red_bull,1,109.0,1,101.0,1.0,1.0
2012,5,mclaren,2,98.0,1,92.0,1.0,2.0
2012,5,lotus_f1,3,84.0,0,57.0,0.0,3.0
2012,5,ferrari,4,63.0,1,45.0,1.0,4.0
2012,5,mercedes,5,43.0,1,37.0,1.0,5.0
2012,5,williams,6,43.0,1,18.0,0.0,7.0
2012,5,sauber,7,41.0,0,31.0,0.0,6.0
2012,5,force_india,8,18.0,0,17.0,0.0,8.0
2012,5,toro_rosso,9,6.0,0,6.0,0.0,9.0
2012,5,marussia,10,0.0,0,0.0,0.0,10.0
2012,5,caterham,11,0.0,0,0.0,0.0,11.0
2012,5,hrt,12,0.0,0,0.0,0.0,12.0
2012,6,red_bull,1,146.0,2,109.0,1.0,1.0
2012,6,mclaren,2,108.0,1,98.0,1.0,2.0
2012,6,ferrari,3,86.0,1,63.0,1.0,4.0
2012,6,lotus_f1,4,86.0,0,84.0,0.0,3.0
2012,6,mercedes,5,61.0,1,43.0,1.0,5.0
2012,6,williams,6,44.0,1,43.0,1.0,6.0
2012,6,sauber,7,41.0,0,41.0,0.0,7.0
2012,6,force_india,8,28.0,0,18.0,0.0,8.0
2012,6,toro_rosso,9,6.0,0,6.0,0.0,9.0
2012,6,caterham,10,0.0,0,0.0,0.0,11.0
2012,6,marussia,11,0.0,0,0.0,0.0,10.0
2012,6,hrt,12,0.0,0,0.0,0.0,12.0
2012,7,red_bull,1,164.0,2,146.0,2.0,1.0
2012,7,mclaren,2,133.0,2,108.0,1.0,2.0
2012,7,lotus_f1,3,108.0,0,86.0,0.0,4.0
2012,7,ferrari,4,97.0,1,86.0,1.0,3.0
2012,7,mercedes,5,69.0,1,61.0,1.0,5.0
2012,7,sauber,6,58.0,0,41.0,0.0,7.0
2012,7,williams,7,44.0,1,44.0,1.0,6.0
2012,7,force_india,8,28.0,0,28.0,0.0,8.0
2012,7,toro_rosso,9,6.0,0,6.0,0.0,9.0
2012,7,caterham,10,0.0,0,0.0,0.0,10.0
2012,7,marussia,11,0.0,0,0.0,0.0,11.0
2012,7,hrt,12,0.0,0,0.0,0.0,12.0
2012,8,red_bull,1,176.0,2,164.0,2.0,1.0
2012,8,mclaren,2,137.0,2,133.0,2.0,2.0
2012,8,lotus_f1,3,126.0,0,108.0,0.0,3.0
2012,8,ferrari,4,122.0,2,97.0,1.0,4.0
2012,8,mercedes,5,92.0,1,69.0,1.0,5.0
2012,8,sauber,6,60.0,0,58.0,0.0,6.0
2012,8,williams,7,45.0,1,44.0,1.0,7.0
2012,8,force_india,8,44.0,0,28.0,0.0,8.0
2012,8,toro_rosso,9,6.0,0,6.0,0.0,9.0
2012,8,caterham,10,0.0,0,0.0,0.0,10.0
2012,8,marussia,11,0.0,0,0.0,0.0,11.0
2012,8,hrt,12,0.0,0,0.0,0.0,12.0
2012,9,red_bull,1,216.0,3,176.0,2.0,1.0
2012,9,ferrari,2,152.0,2,122.0,2.0,4.0
2012,9,lotus_f1,3,144.0,0,126.0,0.0,3.0
2012,9,mclaren,4,142.0,2,137.0,2.0,2.0
2012,9,mercedes,5,98.0,1,92.0,1.0,5.0
2012,9,sauber,6,60.0,0,60.0,0.0,6.0
2012,9,williams,7,47.0,1,45.0,1.0,7.0
2012,9,force_india,8,44.0,0,44.0,0.0,8.0
2012,9,toro_rosso,9,6.0,0,6.0,0.0,9.0
2012,9,caterham,10,0.0,0,0.0,0.0,10.0
2012,9,marussia,11,0.0,0,0.0,0.0,11.0
2012,9,hrt,12,0.0,0,0.0,0.0,12.0
2012,10,red_bull,1,230.0,3,216.0,3.0,1.0
2012,10,ferrari,2,177.0,3,152.0,2.0,2.0
2012,10,mclaren,3,160.0,2,142.0,2.0,4.0
2012,10,lotus_f1,4,159.0,0,144.0,0.0,3.0
2012,10,mercedes,5,105.0,1,98.0,1.0,5.0
2012,10,sauber,6,80.0,0,60.0,0.0,6.0
2012,10,williams,7,47.0,1,47.0,1.0,7.0
2012,10,force_india,8,46.0,0,44.0,0.0,8.0
2012,10,toro_rosso,9,6.0,0,6.0,0.0,9.0
2012,10,caterham,10,0.0,0,0.0,0.0,10.0
2012,10,marussia,11,0.0,0,0.0,0.0,11.0
2012,10,hrt,12,0.0,0,0.0,0.0,12.0
2012,11,red_bull,1,246.0,3,230.0,3.0,1.0
2012,11,mclaren,2,193.0,3,160.0,2.0,3.0
2012,11,lotus_f1,3,192.0,0,159.0,0.0,4.0
2012,11,ferrari,4,189.0,3,177.0,3.0,2.0
2012,11,mercedes,5,106.0,1,105.0,1.0,5.0
2012,11,sauber,6,80.0,0,80.0,0.0,6.0
2012,11,williams,7,53.0,1,47.0,1.0,7.0
2012,11,force_india,8,46.0,0,46.0,0.0,8.0
2012,11,toro_rosso,9,6.0,0,6.0,0.0,9.0
2012,11,caterham,10,0.0,0,0.0,0.0,10.0
2012,11,marussia,11,0.0,0,0.0,0.0,11.0
2012,11,hrt,12,0.0,0,0.0,0.0,12.0
2012,12,red_bull,1,272.0,3,246.0,3.0,1.0
2012,12,mclaren,2,218.0,4,193.0,3.0,2.0
2012,12,lotus_f1,3,207.0,0,192.0,0.0,3.0
2012,12,ferrari,4,199.0,3,189.0,3.0,4.0
2012,12,mercedes,5,112.0,1,106.0,1.0,5.0
2012,12,sauber,6,80.0,0,80.0,0.0,6.0
2012,12,force_india,7,59.0,0,46.0,0.0,8.0
2012,12,williams,8,53.0,1,53.0,1.0,7.0
2012,12,toro_rosso,9,12.0,0,6.0,0.0,9.0
2012,12,caterham,10,0.0,0,0.0,0.0,10.0
2012,12,marussia,11,0.0,0,0.0,0.0,11.0
2012,12,hrt,12,0.0,0,0.0,0.0,12.0
2012,13,red_bull,1,272.0,3,272.0,3.0,1.0
2012,13,mclaren,2,243.0,5,218.0,4.0,2.0
2012,13,ferrari,3,226.0,3,199.0,3.0,4.0
2012,13,lotus_f1,4,217.0,0,207.0,0.0,3.0
2012,13,mercedes,5,126.0,1,112.0,1.0,5.0
2012,13,sauber,6,100.0,0,80.0,0.0,6.0
2012,13,force_india,7,63.0,0,59.0,0.0,7.0
2012,13,williams,8,54.0,1,53.0,1.0,8.0
2012,13,toro_rosso,9,12.0,0,12.0,0.0,9.0
2012,13,caterham,10,0.0,0,0.0,0.0,10.0
2012,13,marussia,11,0.0,0,0.0,0.0,11.0
2012,13,hrt,12,0.0,0,0.0,0.0,12.0
2012,14,red_bull,1,297.0,4,272.0,3.0,1.0
2012,14,mclaren,2,261.0,5,243.0,5.0,2.0
2012,14,ferrari,3,245.0,3,226.0,3.0,3.0
2012,14,lotus_f1,4,231.0,0,217.0,0.0,4.0
2012,14,mercedes,5,136.0,1,126.0,1.0,5.0
2012,14,sauber,6,101.0,0,100.0,0.0,6.0
2012,14,force_india,7,75.0,0,63.0,0.0,7.0
2012,14,williams,8,54.0,1,54.0,1.0,8.0
2012,14,toro_rosso,9,14.0,0,12.0,0.0,9.0
2012,14,marussia,10,0.0,0,0.0,0.0,11.0
2012,14,caterham,11,0.0,0,0.0,0.0,10.0
2012,14,hrt,12,0.0,0,0.0,0.0,12.0
2012,15,red_bull,1,324.0,5,297.0,4.0,1.0
2012,15,mclaren,2,283.0,5,261.0,5.0,2.0
2012,15,ferrari,3,263.0,3,245.0,3.0,3.0
2012,15,lotus_f1,4,239.0,0,231.0,0.0,4.0
2012,15,mercedes,5,136.0,1,136.0,1.0,5.0
2012,15,sauber,6,116.0,0,101.0,0.0,6.0
2012,15,force_india,7,81.0,0,75.0,0.0,7.0
2012,15,williams,8,58.0,1,54.0,1.0,8.0
2012,15,toro_rosso,9,15.0,0,14.0,0.0,9.0
2012,15,marussia,10,0.0,0,0.0,0.0,10.0
2012,15,caterham,11,0.0,0,0.0,0.0,11.0
2012,15,hrt,12,0.0,0,0.0,0.0,12.0
2012,16,red_bull,1,367.0,6,324.0,5.0,1.0
2012,16,ferrari,2,290.0,3,263.0,3.0,3.0
2012,16,mclaren,3,284.0,5,283.0,5.0,2.0
2012,16,lotus_f1,4,255.0,0,239.0,0.0,4.0
2012,16,mercedes,5,136.0,1,136.0,1.0,5.0
2012,16,sauber,6,116.0,0,116.0,0.0,6.0
2012,16,force_india,7,89.0,0,81.0,0.0,7.0
2012,16,williams,8,58.0,1,58.0,1.0,8.0
2012,16,toro_rosso,9,21.0,0,15.0,0.0,9.0
2012,16,marussia,10,0.0,0,0.0,0.0,10.0
2012,16,caterham,11,0.0,0,0.0,0.0,11.0
2012,16,hrt,12,0.0,0,0.0,0.0,12.0
2012,17,red_bull,1,407.0,7,367.0,6.0,1.0
2012,17,ferrari,2,316.0,3,290.0,3.0,2.0
2012,17,mclaren,3,306.0,5,284.0,5.0,3.0
2012,17,lotus_f1,4,263.0,0,255.0,0.0,4.0
2012,17,mercedes,5,136.0,1,136.0,1.0,5.0
2012,17,sauber,6,116.0,0,116.0,0.0,6.0
2012,17,force_india,7,93.0,0,89.0,0.0,7.0
2012,17,williams,8,59.0,1,58.0,1.0,8.0
2012,17,toro_rosso,9,21.0,0,21.0,0.0,9.0
2012,17,marussia,10,0.0,0,0.0,0.0,10.0
2012,17,caterham,11,0.0,0,0.0,0.0,11.0
2012,17,hrt,12,0.0,0,0.0,0.0,12.0
2012,18,red_bull,1,422.0,7,407.0,7.0,1.0
2012,18,ferrari,2,340.0,3,316.0,3.0,2.0
2012,18,mclaren,3,318.0,5,306.0,5.0,3.0
2012,18,lotus_f1,4,288.0,1,263.0,0.0,4.0
2012,18,mercedes,5,136.0,1,136.0,1.0,5.0
2012,18,sauber,6,124.0,0,116.0,0.0,6.0
2012,18,force_india,7,95.0,0,93.0,0.0,7.0
2012,18,williams,8,73.0,1,59.0,1.0,8.0
2012,18,toro_rosso,9,22.0,0,21.0,0.0,9.0
2012,18,marussia,10,0.0,0,0.0,0.0,10.0
2012,18,caterham,11,0.0,0,0.0,0.0,11.0
2012,18,hrt,12,0.0,0,0.0,0.0,12.0
2012,19,red_bull,1,440.0,7,422.0,7.0,1.0
2012,19,ferrari,2,367.0,3,340.0,3.0,2.0
2012,19,mclaren,3,353.0,6,318.0,5.0,3.0
2012,19,lotus_f1,4,302.0,1,288.0,1.0,4.0
2012,19,mercedes,5,136.0,1,136.0,1.0,5.0
2012,19,sauber,6,124.0,0,124.0,0.0,6.0
2012,19,force_india,7,99.0,0,95.0,0.0,7.0
2012,19,williams,8,76.0,1,73.0,1.0,8.0
2012,19,toro_rosso,9,22.0,0,22.0,0.0,9.0
