season,round,raceName,circuitId,circuitName,lat,long,country,date,driverId,givenName,familyName,dateOfBirth,nationalityDriver,constructorId,nameConstructor,nationalityConstructor,position,points,grid,laps,status,millisRace,rankFastestLap,lapFastestLap,timeFastestLap,unitsAverageSpeed,speedAverageSpeed,positionDrivers,pointsDrivers,winsDrivers,positionConstructors,pointsConstructors,winsConstructors,driver,constructor,q1,q2,q3
2012,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,31.3389,121.22,China,2012-04-15,vergne,Jean-Éric,Vergne,1990-04-25,French,toro_rosso,Toro Rosso,Italian,16,0.0,24,56,Finished,5838685.0,2.0,48.0,1:40.019,kph,196.198,13.0,4.0,0.0,9.0,6.0,0.0,Narain Karthikeyan,HRT,1:41.000,,
2012,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,31.3389,121.22,China,2012-04-15,ricciardo,Daniel,Ricciardo,1989-07-01,Australian,toro_rosso,Toro Rosso,Italian,17,0.0,17,56,Finished,5850085.0,15.0,40.0,1:41.251,kph,193.811,15.0,2.0,0.0,9.0,6.0,0.0,Daniel Ricciardo,Toro Rosso,1:36.933,1:36.956,
2012,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,31.3389,121.22,China,2012-04-15,petrov,Vitaly,Petrov,1984-09-08,Russian,caterham,Caterham,Malaysian,18,0.0,19,55,+1 Lap,,19.0,38.0,1:42.385,kph,191.664,21.0,0.0,0.0,11.0,0.0,0.0,Heikki Kovalainen,Caterham,1:38.463,,
2012,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,31.3389,121.22,China,2012-04-15,glock,Timo,Glock,1982-03-18,German,marussia,Marussia,Russian,19,0.0,20,55,+1 Lap,,21.0,41.0,1:42.748,kph,190.987,19.0,0.0,0.0,10.0,0.0,0.0,Vitaly Petrov,Caterham,1:38.677,,
2012,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,31.3389,121.22,China,2012-04-15,pic,Charles,Pic,1990-02-15,French,marussia,Marussia,Russian,20,0.0,21,55,+1 Lap,,20.0,39.0,1:42.621,kph,191.224,20.0,0.0,0.0,10.0,0.0,0.0,Timo Glock,Marussia,1:39.282,,
2012,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,31.3389,121.22,China,2012-04-15,rosa,Pedro,de la Rosa,1971-02-24,Spanish,hrt,HRT,Spanish,21,0.0,22,55,+1 Lap,,22.0,54.0,1:43.610,kph,189.398,23.0,0.0,0.0,12.0,0.0,0.0,Charles Pic,Marussia,1:39.717,,
2012,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,31.3389,121.22,China,2012-04-15,karthikeyan,Narain,Karthikeyan,1977-01-14,Indian,hrt,HRT,Spanish,22,0.0,23,54,+2 Laps,,23.0,40.0,1:43.935,kph,188.806,24.0,0.0,0.0,12.0,0.0,0.0,Pedro de la Rosa,HRT,1:40.411,,
2012,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,31.3389,121.22,China,2012-04-15,kovalainen,Heikki,Kovalainen,1981-10-19,Finnish,caterham,Caterham,Malaysian,23,0.0,18,53,+3 Laps,,13.0,53.0,1:41.190,kph,193.928,22.0,0.0,0.0,11.0,0.0,0.0,Jean-Éric Vergne,Toro Rosso,1:37.714,,
2012,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,31.3389,121.22,China,2012-04-15,michael_schumacher,Michael,Schumacher,1969-01-03,German,mercedes,Mercedes,German,24,0.0,2,12,Wheel nut,,24.0,9.0,1:44.109,kph,188.49,17.0,1.0,0.0,5.0,26.0,1.0,Lewis Hamilton,McLaren,1:36.763,1:35.902,1:35.626
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,vettel,Sebastian,Vettel,1987-07-03,German,red_bull,Red Bull,Austrian,1,25.0,1,57,Finished,5710990.0,1.0,41.0,1:36.379,kph,202.151,1.0,53.0,1.0,1.0,101.0,1.0,Sebastian Vettel,Red Bull,1:34.308,1:33.527,1:32.422
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,raikkonen,Kimi,Räikkönen,1979-10-17,Finnish,lotus_f1,Lotus F1,British,2,18.0,11,57,Finished,5714323.0,5.0,41.0,1:37.116,kph,200.617,7.0,34.0,0.0,3.0,57.0,0.0,Kimi Räikkönen,Lotus F1,1:34.552,1:33.789,
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,grosjean,Romain,Grosjean,1986-04-17,French,lotus_f1,Lotus F1,British,3,15.0,7,57,Finished,5721184.0,3.0,42.0,1:36.928,kph,201.006,8.0,23.0,0.0,3.0,57.0,0.0,Romain Grosjean,Lotus F1,1:34.041,1:33.246,1:33.008
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,webber,Mark,Webber,1976-08-27,Australian,red_bull,Red Bull,Austrian,4,12.0,3,57,Finished,5749778.0,6.0,45.0,1:37.437,kph,199.956,3.0,48.0,0.0,1.0,101.0,1.0,Mark Webber,Red Bull,1:34.015,1:33.311,1:32.637
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,rosberg,Nico,Rosberg,1985-06-27,German,mercedes,Mercedes,German,5,10.0,5,57,Finished,5766450.0,10.0,41.0,1:38.080,kph,198.646,6.0,35.0,1.0,5.0,37.0,1.0,Nico Rosberg,Mercedes,1:34.588,1:33.219,1:32.821
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,resta,Paul,di Resta,1986-04-16,British,force_india,Force India,Indian,6,8.0,10,57,Finished,5768533.0,18.0,41.0,1:38.372,kph,198.056,10.0,15.0,0.0,8.0,17.0,0.0,Paul di Resta,Force India,1:36.624,1:33.510,
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,alonso,Fernando,Alonso,1981-07-29,Spanish,ferrari,Ferrari,Italian,7,6.0,9,57,Finished,5768793.0,15.0,44.0,1:38.203,kph,198.397,5.0,43.0,1.0,4.0,45.0,1.0,Fernando Alonso,Ferrari,1:34.760,1:33.403,
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,hamilton,Lewis,Hamilton,1985-01-07,British,mclaren,McLaren,British,8,4.0,2,57,Finished,5769974.0,7.0,38.0,1:37.733,kph,199.351,2.0,49.0,0.0,2.0,92.0,1.0,Lewis Hamilton,McLaren,1:34.813,1:33.209,1:32.520
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,massa,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,9,2.0,14,57,Finished,5775989.0,12.0,42.0,1:38.123,kph,198.558,17.0,2.0,0.0,4.0,45.0,1.0,Felipe Massa,Ferrari,1:34.372,1:33.912,
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,michael_schumacher,Michael,Schumacher,1969-01-03,German,mercedes,Mercedes,German,10,1.0,22,57,Finished,5782480.0,13.0,39.0,1:38.128,kph,198.548,18.0,2.0,0.0,5.0,37.0,1.0,Pedro de la Rosa,HRT,1:37.883,,
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,perez,Sergio,Pérez,1990-01-26,Mexican,sauber,Sauber,Swiss,11,0.0,8,57,Finished,5783692.0,14.0,39.0,1:38.146,kph,198.512,9.0,22.0,0.0,6.0,31.0,0.0,Sergio Pérez,Sauber,1:33.814,1:33.660,1:33.394
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,hulkenberg,Nico,Hülkenberg,1987-08-19,German,force_india,Force India,Indian,12,0.0,13,57,Finished,5787529.0,17.0,46.0,1:38.312,kph,198.177,16.0,2.0,0.0,8.0,17.0,0.0,Nico Hülkenberg,Force India,1:34.601,1:33.807,
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,kobayashi,Kamui,Kobayashi,1986-09-13,Japanese,sauber,Sauber,Swiss,13,0.0,12,57,Finished,5801324.0,2.0,54.0,1:36.700,kph,201.48,12.0,9.0,0.0,6.0,31.0,0.0,Kamui Kobayashi,Sauber,1:34.131,1:33.806,
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,vergne,Jean-Éric,Vergne,1990-04-25,French,toro_rosso,Toro Rosso,Italian,14,0.0,17,57,Finished,5804713.0,4.0,43.0,1:37.058,kph,200.737,13.0,4.0,0.0,9.0,6.0,0.0,Pastor Maldonado,Williams,1:34.639,,
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,ricciardo,Daniel,Ricciardo,1989-07-01,Australian,toro_rosso,Toro Rosso,Italian,15,0.0,6,56,+1 Lap,,8.0,42.0,1:37.903,kph,199.005,15.0,2.0,0.0,9.0,6.0,0.0,Daniel Ricciardo,Toro Rosso,1:33.988,1:33.556,1:32.912
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,petrov,Vitaly,Petrov,1984-09-08,Russian,caterham,Caterham,Malaysian,16,0.0,18,56,+1 Lap,,16.0,42.0,1:38.305,kph,198.191,21.0,0.0,0.0,11.0,0.0,0.0,Michael Schumacher,Mercedes,1:34.865,,
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,kovalainen,Heikki,Kovalainen,1981-10-19,Finnish,caterham,Caterham,Malaysian,17,0.0,16,56,+1 Lap,,19.0,43.0,1:38.441,kph,197.917,22.0,0.0,0.0,11.0,0.0,0.0,Heikki Kovalainen,Caterham,1:34.852,1:36.132,
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,button,Jenson,Button,1980-01-19,British,mclaren,McLaren,British,18,0.0,4,55,Exhaust,,9.0,47.0,1:38.046,kph,198.714,4.0,43.0,1.0,2.0,92.0,1.0,Jenson Button,McLaren,1:34.792,1:33.416,1:32.711
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,glock,Timo,Glock,1982-03-18,German,marussia,Marussia,Russian,19,0.0,23,55,+2 Laps,,23.0,46.0,1:40.323,kph,194.204,19.0,0.0,0.0,10.0,0.0,0.0,Timo Glock,Marussia,1:37.905,,
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,rosa,Pedro,de la Rosa,1971-02-24,Spanish,hrt,HRT,Spanish,20,0.0,20,55,+2 Laps,,22.0,41.0,1:40.237,kph,194.371,23.0,0.0,0.0,12.0,0.0,0.0,Vitaly Petrov,Caterham,1:35.823,,
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,karthikeyan,Narain,Karthikeyan,1977-01-14,Indian,hrt,HRT,Spanish,21,0.0,24,55,+2 Laps,,20.0,48.0,1:39.747,kph,195.326,24.0,0.0,0.0,12.0,0.0,0.0,Narain Karthikeyan,HRT,1:38.314,,
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,bruno_senna,Bruno,Senna,1983-10-15,Brazilian,williams,Williams,British,22,0.0,15,54,Vibrations,,11.0,51.0,1:38.087,kph,198.631,11.0,14.0,0.0,7.0,18.0,0.0,Bruno Senna,Williams,1:34.466,1:34.017,
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,maldonado,Pastor,Maldonado,1985-03-09,Venezuelan,williams,Williams,British,23,0.0,21,25,Puncture,,21.0,14.0,1:39.876,kph,195.073,14.0,4.0,0.0,7.0,18.0,0.0,Charles Pic,Marussia,1:37.683,,
2012,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2012-04-22,pic,Charles,Pic,1990-02-15,French,marussia,Marussia,Russian,24,0.0,19,24,Engine,,24.0,14.0,1:41.519,kph,191.916,20.0,0.0,0.0,10.0,0.0,0.0,Jean-Éric Vergne,Toro Rosso,1:35.014,,
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,maldonado,Pastor,Maldonado,1985-03-09,Venezuelan,williams,Williams,British,1,25.0,1,66,Finished,5949145.0,6.0,26.0,1:27.906,kph,190.635,9.0,29.0,1.0,6.0,43.0,1.0,Lewis Hamilton,McLaren,1:22.583,1:22.465,1:21.707
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,alonso,Fernando,Alonso,1981-07-29,Spanish,ferrari,Ferrari,Italian,2,18.0,2,66,Finished,5952340.0,3.0,46.0,1:27.390,kph,191.761,2.0,61.0,1.0,4.0,63.0,1.0,Pastor Maldonado,Williams,1:23.380,1:22.105,1:22.285
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,raikkonen,Kimi,Räikkönen,1979-10-17,Finnish,lotus_f1,Lotus F1,British,3,15.0,4,66,Finished,5953029.0,2.0,50.0,1:26.938,kph,192.758,4.0,49.0,0.0,3.0,84.0,0.0,Romain Grosjean,Lotus F1,1:23.248,1:22.667,1:22.424
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,grosjean,Romain,Grosjean,1986-04-17,French,lotus_f1,Lotus F1,British,4,12.0,3,66,Finished,5963944.0,1.0,53.0,1:26.250,kph,194.295,8.0,35.0,0.0,3.0,84.0,0.0,Fernando Alonso,Ferrari,1:23.276,1:22.862,1:22.302
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,kobayashi,Kamui,Kobayashi,1986-09-13,Japanese,sauber,Sauber,Swiss,5,10.0,9,66,Finished,6013786.0,8.0,45.0,1:28.266,kph,189.857,11.0,19.0,0.0,7.0,41.0,0.0,Michael Schumacher,Mercedes,1:23.757,1:22.904,
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,vettel,Sebastian,Vettel,1987-07-03,German,red_bull,Red Bull,Austrian,6,8.0,7,66,Finished,6016721.0,4.0,65.0,1:27.768,kph,190.935,1.0,61.0,1.0,1.0,109.0,1.0,Nico Rosberg,Mercedes,1:23.370,1:22.882,1:23.005
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,rosberg,Nico,Rosberg,1985-06-27,German,mercedes,Mercedes,German,7,6.0,6,66,Finished,6027064.0,7.0,45.0,1:28.150,kph,190.107,7.0,41.0,1.0,5.0,43.0,1.0,Sergio Pérez,Sauber,1:24.261,1:22.773,1:22.533
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,hamilton,Lewis,Hamilton,1985-01-07,British,mclaren,McLaren,British,8,4.0,24,66,Finished,6027285.0,18.0,50.0,1:28.918,kph,188.465,3.0,53.0,0.0,2.0,98.0,1.0,Narain Karthikeyan,HRT,1:31.122,,
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,button,Jenson,Button,1980-01-19,British,mclaren,McLaren,British,9,2.0,10,66,Finished,6034391.0,14.0,41.0,1:28.624,kph,189.09,6.0,45.0,1.0,2.0,98.0,1.0,Kamui Kobayashi,Sauber,1:23.386,1:22.897,
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,hulkenberg,Nico,Hülkenberg,1987-08-19,German,force_india,Force India,Indian,10,1.0,13,65,+1 Lap,,17.0,48.0,1:28.912,kph,188.478,15.0,3.0,0.0,8.0,18.0,0.0,Paul di Resta,Force India,1:23.852,1:23.125,
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,webber,Mark,Webber,1976-08-27,Australian,red_bull,Red Bull,Austrian,11,0.0,11,65,+1 Lap,,5.0,44.0,1:27.857,kph,190.741,5.0,48.0,0.0,1.0,109.0,1.0,Jenson Button,McLaren,1:23.510,1:22.944,
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,vergne,Jean-Éric,Vergne,1990-04-25,French,toro_rosso,Toro Rosso,Italian,12,0.0,14,65,+1 Lap,,9.0,54.0,1:28.308,kph,189.767,14.0,4.0,0.0,9.0,6.0,0.0,Nico Hülkenberg,Force India,1:23.720,1:23.177,
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,ricciardo,Daniel,Ricciardo,1989-07-01,Australian,toro_rosso,Toro Rosso,Italian,13,0.0,15,65,+1 Lap,,12.0,44.0,1:28.587,kph,189.169,16.0,2.0,0.0,9.0,6.0,0.0,Jean-Éric Vergne,Toro Rosso,1:24.362,1:23.265,
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,resta,Paul,di Resta,1986-04-16,British,force_india,Force India,Indian,14,0.0,12,65,+1 Lap,,10.0,44.0,1:28.313,kph,189.756,12.0,15.0,0.0,8.0,18.0,0.0,Mark Webber,Red Bull,1:23.592,1:22.977,
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,massa,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,15,0.0,16,65,+1 Lap,,11.0,47.0,1:28.448,kph,189.467,17.0,2.0,0.0,4.0,63.0,1.0,Daniel Ricciardo,Toro Rosso,1:23.906,1:23.442,
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,kovalainen,Heikki,Kovalainen,1981-10-19,Finnish,caterham,Caterham,Malaysian,16,0.0,19,65,+1 Lap,,15.0,50.0,1:28.715,kph,188.897,22.0,0.0,0.0,11.0,0.0,0.0,Vitaly Petrov,Caterham,1:25.277,,
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,petrov,Vitaly,Petrov,1984-09-08,Russian,caterham,Caterham,Malaysian,17,0.0,18,65,+1 Lap,,16.0,48.0,1:28.773,kph,188.773,21.0,0.0,0.0,11.0,0.0,0.0,Bruno Senna,Williams,1:24.981,,
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,glock,Timo,Glock,1982-03-18,German,marussia,Marussia,Russian,18,0.0,21,64,+2 Laps,,19.0,49.0,1:29.599,kph,187.033,19.0,0.0,0.0,10.0,0.0,0.0,Charles Pic,Marussia,1:26.582,,
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,rosa,Pedro,de la Rosa,1971-02-24,Spanish,hrt,HRT,Spanish,19,0.0,22,63,+3 Laps,,20.0,54.0,1:30.722,kph,184.718,23.0,0.0,0.0,12.0,0.0,0.0,Timo Glock,Marussia,1:27.032,,
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,perez,Sergio,Pérez,1990-01-26,Mexican,sauber,Sauber,Swiss,20,0.0,5,37,Wheel nut,,13.0,20.0,1:28.605,kph,189.131,10.0,22.0,0.0,7.0,41.0,0.0,Kimi Räikkönen,Lotus F1,1:23.406,1:22.856,1:22.487
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,pic,Charles,Pic,1990-02-15,French,marussia,Marussia,Russian,21,0.0,20,35,Mechanical,,22.0,29.0,1:31.136,kph,183.879,20.0,0.0,0.0,10.0,0.0,0.0,Heikki Kovalainen,Caterham,1:25.507,,
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,karthikeyan,Narain,Karthikeyan,1977-01-14,Indian,hrt,HRT,Spanish,22,0.0,23,22,Mechanical,,24.0,15.0,1:32.903,kph,180.381,24.0,0.0,0.0,12.0,0.0,0.0,Pedro de la Rosa,HRT,1:27.555,,
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,bruno_senna,Bruno,Senna,1983-10-15,Brazilian,williams,Williams,British,23,0.0,17,12,Collision,,23.0,10.0,1:31.822,kph,182.505,13.0,14.0,0.0,6.0,43.0,1.0,Felipe Massa,Ferrari,1:23.886,1:23.444,
2012,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Spain,2012-05-13,michael_schumacher,Michael,Schumacher,1969-01-03,German,mercedes,Mercedes,German,24,0.0,8,12,Collision,,21.0,4.0,1:31.089,kph,183.973,18.0,2.0,0.0,5.0,43.0,1.0,Sebastian Vettel,Red Bull,1:23.850,1:22.884,
2012,6,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,2012-05-27,webber,Mark,Webber,1976-08-27,Australian,red_bull,Red Bull,Austrian,1,25.0,1,78,Finished,6366557.0,3.0,45.0,1:18.805,kph,152.579,3.0,73.0,1.0,1.0,146.0,2.0,Michael Schumacher,Mercedes,1:15.873,1:15.062,1:14.301
2012,6,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,2012-05-27,rosberg,Nico,Rosberg,1985-06-27,German,mercedes,Mercedes,German,2,18.0,2,78,Finished,6367200.0,7.0,46.0,1:18.977,kph,152.246,5.0,59.0,1.0,5.0,61.0,1.0,Mark Webber,Red Bull,1:16.013,1:15.035,1:14.381
2012,6,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,2012-05-27,alonso,Fernando,Alonso,1981-07-29,Spanish,ferrari,Ferrari,Italian,3,15.0,5,78,Finished,6367504.0,5.0,45.0,1:18.857,kph,152.478,1.0,76.0,1.0,3.0,86.0,1.0,Romain Grosjean,Lotus F1,1:15.718,1:15.219,1:14.639
2012,6,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,2012-05-27,vettel,Sebastian,Vettel,1987-07-03,German,red_bull,Red Bull,Austrian,4,12.0,9,78,Finished,6367900.0,9.0,43.0,1:19.076,kph,152.056,2.0,73.0,1.0,1.0,146.0,2.0,Pastor Maldonado,Williams,1:16.017,1:15.026,1:15.245
2012,6,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,2012-05-27,hamilton,Lewis,Hamilton,1985-01-07,British,mclaren,McLaren,British,5,10.0,3,78,Finished,6370658.0,4.0,46.0,1:18.806,kph,152.577,4.0,63.0,0.0,2.0,108.0,1.0,Nico Rosberg,Mercedes,1:15.900,1:15.022,1:14.448
2012,6,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,2012-05-27,massa,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,6,8.0,7,78,Finished,6372752.0,10.0,41.0,1:19.101,kph,152.008,14.0,10.0,0.0,3.0,86.0,1.0,Felipe Massa,Ferrari,1:15.983,1:14.911,1:15.049
2012,6,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,2012-05-27,resta,Paul,di Resta,1986-04-16,British,force_india,Force India,Indian,7,6.0,14,78,Finished,6408094.0,17.0,51.0,1:19.757,kph,150.757,11.0,21.0,0.0,8.0,28.0,0.0,Bruno Senna,Williams,1:15.923,1:15.709,
2012,6,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,2012-05-27,hulkenberg,Nico,Hülkenberg,1987-08-19,German,force_india,Force India,Indian,8,4.0,10,78,Finished,6409119.0,2.0,35.0,1:18.423,kph,153.322,15.0,7.0,0.0,8.0,28.0,0.0,Sebastian Vettel,Red Bull,1:15.757,1:15.234,
2012,6,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,2012-05-27,raikkonen,Kimi,Räikkönen,1979-10-17,Finnish,lotus_f1,Lotus F1,British,9,2.0,8,78,Finished,6410593.0,12.0,51.0,1:19.246,kph,151.73,6.0,51.0,0.0,4.0,86.0,0.0,Kimi Räikkönen,Lotus F1,1:15.889,1:15.322,1:15.199
2012,6,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,2012-05-27,bruno_senna,Bruno,Senna,1983-10-15,Brazilian,williams,Williams,British,10,1.0,13,78,Finished,6411073.0,11.0,51.0,1:19.187,kph,151.843,13.0,15.0,0.0,6.0,44.0,1.0,Jenson Button,McLaren,1:16.399,1:15.536,
2012,6,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,2012-05-27,perez,Sergio,Pérez,1990-01-26,Mexican,sauber,Sauber,Swiss,11,0.0,23,77,+1 Lap,,1.0,49.0,1:17.296,kph,155.557,10.0,22.0,0.0,7.0,41.0,0.0,Narain Karthikeyan,HRT,1:19.310,,
2012,6,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,2012-05-27,vergne,Jean-Éric,Vergne,1990-04-25,French,toro_rosso,Toro Rosso,Italian,12,0.0,16,77,+1 Lap,,8.0,25.0,1:19.013,kph,152.177,16.0,4.0,0.0,9.0,6.0,0.0,Daniel Ricciardo,Toro Rosso,1:16.360,1:15.878,
2012,6,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,2012-05-27,kovalainen,Heikki,Kovalainen,1981-10-19,Finnish,caterham,Caterham,Malaysian,13,0.0,17,77,+1 Lap,,13.0,76.0,1:19.305,kph,151.617,19.0,0.0,0.0,10.0,0.0,0.0,Jean-Éric Vergne,Toro Rosso,1:16.491,1:16.885,
2012,6,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,2012-05-27,glock,Timo,Glock,1982-03-18,German,marussia,Marussia,Russian,14,0.0,19,77,+1 Lap,,15.0,60.0,1:19.637,kph,150.985,20.0,0.0,0.0,11.0,0.0,0.0,Vitaly Petrov,Caterham,1:17.404,,
2012,6,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,2012-05-27,karthikeyan,Narain,Karthikeyan,1977-01-14,Indian,hrt,HRT,Spanish,15,0.0,22,76,+2 Laps,,19.0,44.0,1:20.286,kph,149.764,22.0,0.0,0.0,12.0,0.0,0.0,Charles Pic,Marussia,1:18.476,,
2012,6,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,2012-05-27,button,Jenson,Button,1980-01-19,British,mclaren,McLaren,British,16,0.0,12,70,Collision,,18.0,51.0,1:19.923,kph,150.444,7.0,45.0,1.0,2.0,108.0,1.0,Kamui Kobayashi,Sauber,1:15.648,1:15.508,
2012,6,Monaco Grand Prix,monaco,Circuit de Monaco,43.7347,7.42056,Monaco,2012-05-27,ricciardo,Daniel,Ricciardo,1989-07-01,Australian,toro_rosso,Toro Rosso,Italian,17,0.0,15,65,Retired,,16.0,44.0,1:19.752,kph,150.767,17.0,2.0,0.0,9.0,6.0,0.0,Paul di Resta,Force India,1:16.062,1:15.718,
